,age,anagrams1,anagrams2,anagrams3,anagrams4,backcount1,backcount2,backcount3,backcount4,backcount5,backcount6,backcount7,backcount8,backcount9,backcount10,big5_01,big5_02,big5_03,big5_04,big5_05,big5_06,big5_07,big5_08,big5_09,big5_10,elm_01,elm_02,elm_03,elm_04,elm_05,gender,highpower,intrinsic_01,intrinsic_02,intrinsic_03,intrinsic_04,intrinsic_05,intrinsic_06,intrinsic_07,intrinsic_08,intrinsic_09,intrinsic_10,intrinsic_11,intrinsic_12,intrinsic_13,intrinsic_14,intrinsic_15,mood_01,mood_02,nfc_01,nfc_02,nfc_03,nfc_04,nfc_05,nfc_06,pate_01,pate_02,pate_03,pate_04,pate_05,selfesteem_01,stress_01,stress_02,stress_03,stress_04
656,20,party,fatal,conie,locale,357,330.0,354,351,348,345,342,339,336.0,333.0,5.0,5.0,7.0,1.0,7.0,5.0,4.0,1.0,7.0,2.0,7.0,6.0,6.0,7.0,5.0,2,,3.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,5.0,2.0,4.0,4.0,2.0,2.0,2.0,6.0,5.0,3.0,3.0,4.0
657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,22,type,afflict,once,cello,357,330.0,354,351,348,345,342,339,336.0,333.0,2.0,5.0,1.0,2.0,5.0,6.0,6.0,2.0,6.0,2.0,6.0,7.0,7.0,8.0,7.0,1,"When I was at high school, I became the assistant of my history teacher. At the the beginning, I felt excited, and I tried to do well. I had to help my teacher take students' homework. Sometimes, I needed to help him to correct the homework, and I helped other students to review the course. I also had to do well for my history grades. It made me tired, but it really great. I really appreciated to my history teacher, because he gave me the opportunity to do it.",3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,1.0,5.0,4.0,1.0,4.0,1.0,5.0,4.0,2.0,3.0,4.0
660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,18,party,falta,,,357,330.0,354,351,348,345,342,339,336.0,333.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,6.0,4.0,9.0,7.0,9.0,5.0,9.0,1,,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,1.0,1.0,4.0,5.0,3.0,3.0,3.0,3.0
662,21,party,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,3.0,5.0,6.0,3.0,5.0,6.0,6.0,5.0,5.0,2.0,7.0,7.0,8.0,7.0,7.0,1,,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,3.0,3.0,3.0,1.0,1.0,3.0,5.0,4.0,4.0,3.0,4.0
663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,18,,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,6.0,5.0,7.0,5.0,7.0,4.0,7.0,1.0,6.0,1.0,3.0,1.0,1.0,5.0,5.0,1,"In high school I used to be one of the judges of a scientific research competition. the winners would go to another level of the competition and finally be awarded by the Emir of my country, so it was quiet an important thing for students. I was feeling responsible, and anxious because I want to be as fair as possible and forget that the contestants are actually my friends since kindergarten!",4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,5.0,4.0,2.0,1.0,4.0,5.0,3.0,5.0,3.0,2.0
666,20,party,,,,357,300.0,354,351,348,345,342,339,336.0,333.0,7.0,3.0,7.0,5.0,5.0,3.0,7.0,3.0,6.0,2.0,7.0,7.0,5.0,6.0,7.0,1,,4.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,3.0,4.0,2.0,2.0,3.0,5.0,2.0,4.0,4.0,1.0,1.0,4.0,7.0,3.0,4.0,3.0,3.0
667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,21,,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,6.0,4.0,1,I was once the leader of a club and it felt satisfying as well as powerful. to some extent weak when events i planed hadn't turned out as successful or if an individual person hadn't followed my orders.,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,4.0,3.0,4.0,3.0,4.0,3.0
674,18,,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,7.0,5.0,6.0,2.0,6.0,1.0,4.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,1,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,5.0,1.0,1.0,4.0,5.0,3.0,4.0,4.0,2.0
675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,22,party,,nioce,claco,357,330.0,354,351,348,345,342,339,336.0,333.0,6.0,3.0,5.0,5.0,5.0,3.0,6.0,2.0,5.0,3.0,8.0,7.0,6.0,7.0,7.0,1,"I was recently given the power to train new workers on the basics (opening and closing procedures, shelving, and general knowledge for the job) and if they were approved by me they were allowed to be a full time worker, but they had to meet or exceed my standards before I gave them the nod of approval",3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,5.0,5.0,2.0,2.0,1.0,6.0,3.0,4.0,3.0,3.0
681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,20,party,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,5.0,4.0,1.0,2.0,5.0,7.0,6.0,2.0,7.0,5.0,5.0,3.0,5.0,7.0,4.0,2,"I was placed in a squad leader position in the Army reserves. I was told to manage my troops and lead PT. I was excited but nervous because the last squad leader who was a female did a great job, and i wasn't sure if i would do as well as her.",2.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0
689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,21,party,flata,onice,locea,357,3330.0,354,351,348,345,342,339,336.0,333.0,3.0,4.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,4.0,6.0,5.0,6.0,5.0,5.0,1,,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,4.0
692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,21,,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,6.0,2.0,7.0,2.0,6.0,6.0,6.0,1.0,5.0,1.0,6.0,1.0,4.0,7.0,5.0,1,,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,5.0,5.0,2.0,2.0,2.0,1.0,3.0,4.0,2.0,3.0
696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,19,party,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,1.0,5.0,7.0,6.0,6.0,6.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1,,3.0,3.0,1.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,1.0,4.0,2.0,3.0,2.0,4.0,4.0,5.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,4.0
698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,18,party,fatal,coine,co lea,3,,9,9,3,9,3,3,9.0,,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,6.0,4.0,2,"I was captain of my high school senior varsity soccer team. I had a say on who is in the roster, who gets to play and how we play. I felt confident in my ability and I felt like I had control over my teammates. I felt like I could influence their performance to another level with my talking.",2.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,1.0,1.0,2.0,5.0,3.0,3.0,3.0,3.0
704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,18,party,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,5.0,3.0,3.0,5.0,5.0,2.0,4.0,1.0,3.0,3.0,4.0,1.0,4.0,2.0,6.0,1,I've been in power many times when babysitting. You are able to control the children's actions and discipline them when necessary. You are able to control their feelings and let them know what they are doing may not be the right thing. My main focus while babysitting was how I would keep the children safe and out of harms way. I felt powerful because I was able to make the decisions and give yes or no answers.,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,4.0,5.0,2.0,4.0,4.0,2.0
706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,21,patry,flata,conie,caloe,357,330.0,354,351,348,345,342,339,336.0,333.0,3.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,2.0,5.0,5.0,4.0,5.0,5.0,1,,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,21,,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,1.0,4.0,7.0,5.0,7.0,5.0,5.0,1.0,7.0,3.0,3.0,2.0,3.0,4.0,3.0,2,,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,1.0,1.0,2.0,5.0,5.0,5.0,2.0,5.0
712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,18,party,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,2.0,1.0,7.0,1.0,6.0,5.0,5.0,3.0,7.0,3.0,7.0,5.0,6.0,6.0,7.0,1,,3.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,1.0,4.0,4.0,2.0,1.0,2.0,5.0,2.0,4.0,3.0,2.0
715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,20,party,fatal,necio,locae,357,330.0,354,351,348,345,342,339,336.0,333.0,5.0,6.0,5.0,7.0,6.0,4.0,6.0,5.0,4.0,5.0,6.0,8.0,7.0,6.0,5.0,1,,2.0,2.0,1.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,4.0,7.0,4.0,3.0,3.0,3.0
718,18,,,,,357,330.0,354,,348,345,342,339,336.0,333.0,5.0,4.0,6.0,3.0,6.0,2.0,3.0,1.0,5.0,3.0,9.0,3.0,6.0,7.0,6.0,1,,2.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,6.0,5.0,6.0,4.0,3.0,3.0,4.0
719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,19,,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,4.0,5.0,7.0,2.0,6.0,4.0,6.0,1.0,6.0,1.0,5.0,6.0,4.0,5.0,5.0,1,Babysitting you always have a position of power. When I have power I always have full responsibility for what happens. I enforce rules to make sure everything is going the way it should be but I also take into account what the others want.,3.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,5.0,2.0,5.0,5.0,1.0,1.0,4.0,5.0,2.0,5.0,4.0,3.0
721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,18,,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,7.0,2.0,7.0,4.0,6.0,4.0,6.0,2.0,5.0,4.0,7.0,5.0,5.0,4.0,5.0,1,,3.0,2.0,2.0,3.0,3.0,1.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,1.0,1.0,5.0,5.0,4.0,3.0,4.0,3.0
725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,20,,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,2.0,2.0,3.0,5.0,5.0,5.0,6.0,5.0,5.0,3.0,5.0,4.0,3.0,5.0,5.0,1,,1.0,1.0,1.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,5.0,1.0,1.0,4.0,2.0,3.0,4.0,2.0,3.0
728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,18,party,,,,357,328.0,354,351,348,345,341,338,335.0,331.0,6.0,4.0,7.0,2.0,6.0,3.0,5.0,1.0,6.0,1.0,7.0,5.0,6.0,4.0,5.0,1,,3.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,1.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,5.0,5.0,1.0,1.0,5.0,6.0,3.0,4.0,5.0,2.0
731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,18,,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,5.0,7.0,6.0,2.0,6.0,5.0,5.0,1.0,7.0,3.0,9.0,8.0,6.0,6.0,6.0,1,"When I was on leadership for a highly competitive cultural dance organization, I would often judge whether a person had the skills and talent to be a member. There were try-outs every year, and often several people were to try-out for two years before being able to join the organization. The people who were seriously interested would practice throughout the year to get the position, and it was my duty to judge their performance. I was in a position where I could cut off people who were ""almost there,"" but who could use some more work. Usually, people saw it as an opportunity to refine their talents and try-out the next year. I felt powerful, confident, and glad that I could influence growth in their lives. It was a position that many people have abused before, but I saw it as an chance to better the other party over myself.",3.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,5.0,4.0,1.0,1.0,4.0,6.0,5.0,5.0,4.0,2.0
733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,19,,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,5.0,6.0,4.0,5.0,6.0,4.0,5.0,6.0,5.0,4.0,9.0,6.0,7.0,8.0,7.0,1,,2.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,3.0,5.0,4.0,3.0,4.0,4.0,2.0,2.0,1.0,1.0,5.0,3.0,3.0,4.0
735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,21,party,a,,,357,330.0,354,351,348,345,342,339,336.0,333.0,6.0,7.0,7.0,3.0,5.0,2.0,6.0,1.0,5.0,1.0,9.0,5.0,6.0,5.0,6.0,1,,3.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,2.0,4.0,6.0,2.0,5.0,4.0,3.0
741,20,party,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,5.0,4.0,6.0,2.0,5.0,6.0,6.0,3.0,6.0,3.0,7.0,3.0,3.0,4.0,4.0,2,I was a in a position of power when I got to select who was on our football team and what positions they played. I felt bad sometimes when I had to put the less athletic players in less fun positions.,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,2.0,2.0,3.0,5.0,2.0,3.0,3.0,2.0,1.0,4.0,6.0,3.0,5.0,4.0,2.0
742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,20,party,,,,359,350.0,358,357,356,355,354,353,352.0,351.0,7.0,5.0,7.0,2.0,7.0,1.0,6.0,2.0,6.0,3.0,6.0,5.0,5.0,7.0,6.0,1,"I was a middle school volleyball coach, therefore I had power over the middle school kids that I was coaching. It was a pleasant experience because the kids listened to me, whether that be because I was intimidating or just because they were good kids. I would coach volleyball again because I enjoyed the coaching position and being able to teach kids about the sport.",2.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0,1.0,1.0,2.0,6.0,3.0,5.0,4.0,2.0
745,19,,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,6.0,2.0,6.0,1.0,6.0,2.0,6.0,1.0,7.0,1.0,7.0,8.0,9.0,7.0,8.0,2,,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,1.0,2.0,4.0,4.0,2.0,4.0,4.0,1.0,1.0,1.0,6.0,2.0,5.0,4.0,2.0
746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,19,,,,cealo,357,280.0,354,351,298,295,292,289,286.0,283.0,5.0,4.0,3.0,6.0,5.0,3.0,3.0,4.0,3.0,4.0,7.0,8.0,9.0,9.0,7.0,1,I was in 6th grade and I happened to know my brother secret. I used that to make he does what ever I wanted to. I felt like I was his boss that he has to always follow my orders. I thought that it was kind of fun being in a position of power.,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,6.0,6.0,4.0,4.0,3.0,2.0,4.0
748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,20,,,,,357,329.0,354,351,347,344,341,338,335.0,332.0,5.0,5.0,4.0,3.0,6.0,5.0,6.0,3.0,5.0,3.0,6.0,5.0,6.0,4.0,7.0,2,"During this position, i can basically ask people to do the things i want them to do because i am in a position of power. So for example, if i want to get something or finish something, i can text them or tell them to finish these things for me. Or buy something for me without paying. The world will be much easier for me because of the position of power.",3.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,3.0,6.0,2.0,4.0,4.0,3.0
751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,20,,,,,357,330.0,354,351,348,345,342,349,336.0,333.0,6.0,1.0,6.0,1.0,7.0,5.0,7.0,1.0,6.0,2.0,,,,,,1,,4.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,4.0,3.0,4.0,4.0,1.0,1.0,4.0,6.0,2.0,5.0,4.0,2.0
753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
